id_alternativa,id_pergunta,Alternativas,Nota,Gabarito
29,16,"Elevar acurácia de forecast M+1 de 62%→78% até 30/06/2026, travando S&OP na W1 e aplicando corte automático de variações >8% na W2.",10,Ótimo. Amarra resultado mensurável (acurácia) a uma janela de decisão (W1/W2) que antecipa desvios. Dá previsibilidade ao Conselho e liga ritual → ação → impacto no mesmo ciclo.
31,16,"Rever agenda de S&OP até 31/01/2026, formalizando pautas e ampliando presença das áreas, com relatórios executivos ao final de cada mês.",6,"Poderia ser melhor pois você fortalece o ritual, mas não garante melhoria na acurácia; faltam meta e gatilho para corrigir variações."
30,16,"Padronizar premissas de forecast até 31/01/2026, alinhando bases comerciais e industriais e divulgando o balanço de premissas a cada fechamento.",2,"Não foi a melhor escolha. Harmoniza premissas (importante), porém não fixa alvo de precisão nem cutoff para replanejar."
28,16,"Consolidar um cockpit mensal até 31/01/2026, exibindo demanda e produção por linha, bem como desvios, para discussão com diretores.",0,"Visualização ajuda, mas sem KR de acurácia e prazos de decisão, o cockpit vira acompanhamento, não previsibilidade."
15,12,"Reduzir taxa de devolução pós-entrega de 8,4%→5,5% até 30/06/2026, com verificação fotográfica pré-envio em 100% das ordens high-risk até 31/03/2026.",10,"Muito bom! Ataca a causa operacional (não só percepção), com meta financeira (devolução↓) e alavanca concreta (triagem high-risk). Preserva margem."
12,12,"Aumentar conteúdos de reputação até 31/03/2026, com calendário editorial quinzenal e relatórios de sentimento nas principais categorias de alto volume.",6,"Não tão bom. Ajuda reputação, mas não reduz as ocorrências e o custo permanece."
14,12,"Publicar selo de qualidade em páginas críticas até 31/01/2026, reforçando confiança e agrupando FAQs e avaliações verificadas por produto.",2,"Sinaliza qualidade, porém sem meta de devolução nem triagem preventiva."
13,12,"Intensificar comunicação de trocas até 31/01/2026, com e-mails transacionais e fluxos automatizados para orientar clientes após a compra.",0,Educa no pós-venda; tarde para reduzir a incidência.
38,18,"Repriorizar 100% do portfólio até 31/01/2026, realocando 12% do OPEX para iniciativas com ROI≥18% e congelando projetos com NPV negativo em gates de fevereiro.",10,"Preciso! Direciona capital para valor (ROI/NPV), com percentual claro e janela de gate, evita cortes cegos e acelera payback."
39,18,"Revisar orçamento por diretoria até 31/01/2026, aplicando corte linear de 12% e reavaliando ROI em comitês mensais ao longo do semestre.",6,"Corte linear traz velocidade, mas desalinha valor e posterga a decisão de realocar."
37,18,"Reforçar iniciativas vigentes até 30/06/2026, mantendo continuidade e limitando novos projetos a aprovações extraordinárias do executivo pleno.",2,"Conserva o que existe, porém não otimiza retorno."
36,18,"Gerar relatório econômico até 31/01/2026, comparando cenários e propondo ajustes em alocação para deliberação colegiada do Conselho.",0,Diagnostica sem mecanismo de alocação com data.
23,14,"Reduzir MTBF crítico de 46h→70h até 30/06/2026 e elevar OEE de 71%→78% no 2º tri/2026, com revisão quinzenal e plano D+7 para desvios.",10,"Excelente! Foca continuidade com métricas-fim (MTBF/OEE), baseline, metas e cadência corretiva. É o que reduz paradas “com data”"
20,14,"Aumentar manutenções preventivas até 31/03/2026, com calendário atualizado, priorizando equipamentos com maior histórico de falhas.",6,"Ação importante, mas meio; sem alvo de desempenho o ganho fica incerto."
21,14,"Criar checklists padronizados até 31/01/2026, treinando equipes por turno e auditando 1x/mês a aderência aos procedimentos propostos.",2,"Padrão e treino são base, porém falta meta de resultado."
22,14,"Gerar relatórios semanais de falhas até 30/06/2026, com tendências e recomendações para análise executiva nas reuniões operacionais.",0,Monitorar é necessário; agir com meta é o que muda o cenário.
7,10,"Reduzir backlog de picking >8h para ≤2h até 31/05/2026 e elevar OTIF de despacho a ≥96% no 2º tri/2026, com revisão semanal e plano D+7.",10,Define SLA de execução (backlog/OTIF) e cria reação no ciclo (revisão semanal + D+7). Dá previsibilidade de pico.
5,10,"Contratar 25% de temporários até 31/01/2026, reforçando turnos e divulgando indicadores operacionais quinzenais por célula e categoria.",6,"Reforço de equipe ajuda, mas sem SLA e meta, o ganho varia."
4,10,"Ajustar janelas de corte até 31/01/2026, alinhando promessas por canal e apresentando consolidados mensais na diretoria executiva.",2,Ajusta promessas; falta resultado operacional explícito.
6,10,"Implementar WMS avançado até 30/06/2026, integrando rotas e ondas e publicando relatórios de produtividade por período.",0,Tecnologia sem meta de desempenho pode não capturar valor a tempo.
35,17,"Reduzir custo unitário de cloud (R$/req) em 18% até 30/06/2026 e manter spend mensal ≤ orçamento +3%, com cut automático de workloads <P90 de eficiência.",10,"Perfeito! Traz meta econômica direta (R$/req + teto de spend) e gatilho automático de eficiência, controla custo comportando-se no mês."
32,17,"Ampliar reservas de instâncias até 31/03/2026, priorizando ambientes críticos e validando configurações com arquitetura em cada sprint quinzenal.",6,"Reserva pode ajudar, mas sem alvo financeiro e limite mensal, a disciplina orçamentária não está garantida"
33,17,"Consolidar relatório FinOps mensal até 31/01/2026, exibindo consumo por time e serviço com recomendações e trilhas de automação.",2,"Pode ser bem melhor. Visibilidade é útil, entretanto o controle vem de metas e gatilhos"
34,17,"Criar comitê de capacity até 31/01/2026, avaliando picos e gargalos e publicando atas de encaminhamentos para execução.",0,Governança sem métrica financeira não assegura o resultado.
25,15,"Elevar acurácia de estoque físico-sistema de 92%→98% até 31/05/2026 e reduzir compras não planejadas em 30% no 2º tri/2026, com contagens cíclicas ABC semanais.",10,Show! Une resultado de aderência (acurácia) com impacto financeiro (compras não planejadas) e método (cíclicas ABC). Direto ao ponto do CFO.
24,15,"Aumentar periodicidade de inventários até 31/03/2026, priorizando curva A e ajustando cadência conforme disponibilidade do time de almoxarifado.",6,Poderia ser melhor. Frequência sem metas pode elevar esforço sem capturar ganho.
27,15,"Publicar relatórios quinzenais de divergências até 30/06/2026, com evidências fotográficas e apontamentos por item e fornecedor.",2,Transparência é base; compromisso de correção é o que reduz custo.
26,15,"Padronizar cadastro de materiais até 31/01/2026, com revisão de unidades e empacotamentos e aprovação centralizada pelo time de dados.",0,"Qualidade de dados é essencial, mas sem meta de aderência o efeito fica difuso."
11,11,"Reduzir chargeback de 1,9%→0,9% até 30/06/2026 e elevar ROAS a ≥4,0 no 2º tri/2026, ativando 3DS/ML em 100% dos high-risk até 31/03/2026.",10,Perfeito! Endereça retenção de receita (fraude↓) e eficiência de mídia (ROAS↑) com alavanca técnica aplicada no ponto de risco (high-risk)
8,11,"Aumentar comunicação de segurança até 31/01/2026, educando clientes e parceiros e publicando relatórios de prevenção em cadência quinzenal.",6,"Educa, mas não reduz chargeback de forma material. Poderia ser melhor."
10,11,"Criar time tático até 31/01/2026, integrando risco e marketing e emitindo recomendações e listas de bloqueio ao longo do trimestre.",2,Organização é boa; faltam metas de resultado.
9,11,"Consolidar visões de funil até 28/02/2026, avaliando público, criativo e lances e apresentando propostas de investimento na reunião mensal.",0,Análise sem compromisso numérico mantém a incerteza.
43,19,"Operar matriz de risco com thresholds: acionar replano em D+7 para score ≥16 e submeter freeze de escopo em gate mensal, aplicando decisão executiva em W1.",10,"Sem dúvidas é a melhor escolha. Converte risco em decisão via thresholds objetivos e gate com data (W1). A resposta vira política, não caso a caso."
40,19,"Aprimorar relatórios de risco até 31/01/2026, detalhando causas, impactos e planos, com assinatura digital dos responsáveis por diretoria.",6,"Documenta bem, mas sem gatilhos vinculantes a decisão, o tempo joga contra"
41,19,"Consolidar heatmap trimestral até 30/06/2026, exibindo evolução de riscos e recomendações para apreciação do Conselho no fechamento do período.",2,Cadência trimestral é tardia para risco elevado.
42,19,"Criar fórum quinzenal de risco até 31/01/2026, recebendo updates e encaminhando ações para acompanhamento em reuniões executivas.",0,"Muito fraco. Fórum sem threshold vira discussão, não ação."
19,13,"Reduzir MTTR P1 de 2h05→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026, com post-mortem D+3 obrigatório.",10,Traz SLA de recuperação (MTTR) e uptime com aprendizado no ciclo (D+3). A dor do cliente e do faturamento é tratada com prazo.
18,13,"Implantar MFA em 100% de admins até 31/03/2026, auditando adesão mensal e reportando conformidade no comitê de segurança.",6,"Segurança é essencial, mas não resolve o tempo de restauração."
17,13,"Consolidar runbooks até 31/01/2026, documentando fluxos e contatos e publicando versões revisadas a cada fechamento mensal.",2,"Procedimentos ajudam, porém sem meta de tempo/uptime a experiência segue volátil."
16,13,"Ativar canal de status até 31/01/2026, com avisos públicos e históricos por evento e relatórios executivos a cada ocorrência registrada.”",0,Transparência sem restauração não sustenta receita.
126,38,Repriorizar 100% até 31/01/2026 realocando 12% do OPEX para iniciativas ROI≥18% e congelando NPV negativo em gates de fevereiro.,10,"Ótimo, Conecta valor econômico a prazo: realoca capital para ROI≥18% e bloqueia destruição de valor (NPV<0) com gates datados. Isso cria critério objetivo, acelera payback e evita “corte cego"
127,38,Revisar orçamento por diretoria até 31/01/2026 com corte linear de 12% e reavaliar ROI em comitês mensais ao longo do semestre vigente.,6,"Quase... Aqui você gera caixa rápido, mas ignora assimetria de valor (corte linear); “reavaliar ROI” sem mecanismo vinculante costuma empurrar decisão"
125,38,Manter projetos em curso até 30/06/2026 limitando novas propostas a aprovações excepcionais e registrando premissas em ata consolidada.,2,"Conserva capacidade, porém não otimiza retorno e tende a perpetuar alocação ineficiente"
124,38,Emitir relatório econômico até 31/01/2026 mapeando cenários e recomendando ajustes com apreciação colegiada em reunião extraordinária do Conselho.,0,"Boa análise, faltam gatilhos executáveis (quem muda o quê, quando e com qual regra)"
113,35,Elevar acurácia M+1 de 62%→78% até 30/06/2026 travando S&OP na W1 e gatilho de corte >8% na W2 com replano em D+2.,10,"Resultado mensurável (acurácia), janelas W1/W2, replano com tempo de resposta (D+2). Transforma ritual em governança de decisão."
115,35,Rever a agenda de S&OP até 31/01/2026 ampliando presença e formato das pautas com relatório executivo no fechamento mensal.,6,"Melhora o rito, mas não garante precisão nem reação automática."
114,35,Padronizar premissas comerciais/industriais até 31/01/2026 publicando balanço de hipóteses e divergências a cada encerramento mensal.,2,"Alinha premissas (útil), porém sem meta e sem cutoff vira padronização sem impacto."
112,35,"Consolidar cockpit mensal até 31/01/2026 exibindo demanda, produção, capacidade e desvios para discussão com gerências e coordenações.",0,"Visualiza, mas não vincula decisões e prazos a resultado de acurácia."
104,33,Contratar 2 backups com SLA≥95% e lead time≤72h até 15/02/2026; acionar contingência se OTIF semanal <97% por 2 leituras.,10,Define nível de serviço e gatilho operacional (OTIF<97%) com reação explícita. Continuidade é o objetivo primário; custo vem depois.
107,33,Reestruturar rotas e janelas até 28/02/2026 avaliando tempos e custos com ajustes semanais de programação conjunta com PCP e recebimento.,6,"Processo interno ajuda, mas sem SLA nem gatilho a ruptura persiste."
106,33,Negociar reajustes com parceiros até 31/01/2026 equilibrando preço e cobertura preservando níveis adequados de serviço para o trimestre.,2,"Foca preço e cobertura, não garante serviço com métrica dura."
105,33,Implementar monitoramento quinzenal de frete até 30/06/2026 consolidando variações e relatórios executivos para diretoria em pauta recorrente.,0,Monitorar não substitui mecanismo de contingência.
109,34,"Reduzir refugo por variação de 2,8%→1,5% até 30/06/2026 com AQL 100% na recepção de curva A implementado até 31/01/2026.",10,"Quanta precisão! Mira métrica-fim (refugo), define baseline/meta e acopla condição de prova (AQL 100%). Ataca a causa de custo."
110,34,Reforçar inspeções de chegada até 31/01/2026 padronizando amostras e critérios com relatório quinzenal aos times de qualidade e operação.,6,"Quase. Ação de meio; sem meta de refugo, impacto é incerto."
111,34,Treinar inspeção em todos os turnos até 28/02/2026 aplicando avaliações e reciclagens e medindo aderência mensal ao padrão.,2,"Desenvolvimento útil, porém sem resultado direto."
108,34,Auditar fornecedores críticos até 31/03/2026 emitindo planos e acompanhando correções com relatórios mensais à diretoria executiva.,0,"Auditoria cria planos, não garante queda de refugo."
95,30,Reduzir R$/req em 18% até 30/06/2026 e manter spend≤orçamento+3% com corte automático de workloads <P90 de eficiência.,10,Meta econômica direta + limite mensal + gatilho técnico de eficiência; fecha caixa no ciclo e reduz dispersão.
92,30,Ampliar reservas até 31/03/2026 priorizando ambientes críticos com validação de arquitetura em sprints quinzenais da plataforma.,6,"Ajuda custo, mas sem alvo financeiro nem teto mensal vira tentativa e erro"
94,30,Publicar relatório FinOps mensal até 31/01/2026 com consumo por time/serviço e recomendações priorizadas para otimização contínua.,2,Transparência sem mecanismo compulsório
93,30,Criar comitê de capacity até 31/01/2026 avaliando picos e gargalos e registrando encaminhamentos e responsáveis com prazos definidos.,0,Governança sem métrica de resultado
96,31,Acurácia físico×sistema 92%→98% até 31/05/2026 e reduzir compras não planejadas em 30% no 2º tri/2026 com contagens cíclicas ABC semanais.,10,Exato! Liga aderência (98%) a impacto financeiro (–30% compras extras) e define método. Reduz desperdício e evita ruptura por erro de base.
97,31,Aumentar periodicidade de inventários até 31/03/2026 priorizando curva A conforme disponibilidade e limites de operação do almoxarifado.,6,Passou perto. Mais contagem sem meta pode virar custo operacional.
99,31,Relatório quinzenal de divergências até 30/06/2026 com evidência fotográfica e trilhas por item e fornecedor para decisão conjunta.,2,Informar ajuda; corrigir com alvo é o que libera caixa.
98,31,Padronizar cadastro até 31/01/2026 com revisão de unidades/empacotamentos e aprovação centralizada pelo time de dados mestres.,0,Qualidade de dados é meio; falta KR de aderência/impacto.
119,36,"Reduzir MTTR P1 de 2h05→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026 com post-mortem D+3 obrigatório.",10,Muito bom! Tempo de recuperação e uptime como resultados-fim; o D+3 força aprendizado rápido e previne recorrência
118,36,Implantar MFA em 100% dos admins até 31/03/2026 com auditoria mensal de adesão e reporte formal ao comitê de segurança corporativa.,6,"Excelente prevenção, mas não endereça tempo para voltar ao ar."
117,36,Consolidar runbooks até 31/01/2026 documentando fluxos de restauração e contatos com revisão e testes nos fechamentos mensais seguintes.,2,Procedimento ajuda; sem meta de MTTR/uptime a experiência continua volátil.
116,36,Ativar canal de status até 31/01/2026 com avisos públicos e histórico por evento e relatórios executivos por incidente relevante.,0,Comunicação é higiene; receita depende de restabelecer rápido.
131,39,Ter 1 sucessor treinado por cadeira crítica com 2 rodízios concluídos até 31/03/2026 e NPS interno de cobertura ≥85.,10,Prontidão comprovada (rodízios) e aceitação do time (NPS). Reduz risco de continuidade sem inflar headcount.
129,39,Mapear talentos por área até 31/03/2026 publicando trilhas e consolidando potenciais e ações de desenvolvimento padronizadas por nível.,6,"Talentos mapeados, mas sem cobertura efetiva por cadeira."
128,39,Concluir avaliação e calibragem até 28/02/2026 alinhando expectativas e comunicando planos na reunião geral do trimestre corrente.,2,Desempenho ≠ sucessão; não reduz risco de ausência.
130,39,Pesquisa de clima até 31/03/2026 identificando fatores críticos e estruturando planos de ação com responsáveis e prazos por diretoria.,0,"Clima é importante, porém não cobre cadeiras críticas."
101,32,Aumentar participação do mix A+ margem de 33%→41% até 30/06/2026 com 3 campanhas e 2 bundles garantindo ticket médio ≥+7% vs jan/2026.,10,Alavanca de mix + ticket com entregáveis claros; protege margem sem depender de desconto
102,32,Reforçar cupons escalonados até 31/01/2026 ajustando descontos por categoria e revendo elasticidade de preço em cadência quinzenal com regionais.,6,"Volume pode subir, mas corroí margem"
103,32,Revisar tabelas até 31/01/2026 aplicando elasticidades por canal com apresentação dos resultados consolidados na diretoria mensal subsequente.,2,Preço sem proposta de mix mantém pressão na rentabilidade.
100,32,Acompanhar pipeline quinzenal por categoria até 30/06/2026 reforçando metas por vendedor e reportando comparativos de desempenho periódicos.,0,Gestão de funil não assegura rentabilidade.
123,37,"Reduzir churn logo-a-logo de 3,8%→2,4% até 30/06/2026 e elevar NRR a ≥108% no 2º tri/2026 com QBR obrigatório nos top 50.",10,Exato! Guardiã (churn↓) + alavanca (NRR↑) com mecanismo (QBR top-50). Une defesa e crescimento em uma régua executável.
122,37,Realizar QBR nos principais clientes até 30/06/2026 enviando relatórios de oportunidades priorizando contas com risco e propensão de expansão.,6,"Bom ritual, mas sem metas duras de churn/NRR."
121,37,Conduzir NPS trimestral até 30/06/2026 buscando participação ≥50% e compartilhando planos de ação consolidados por segmento de carteira.,2,Satisfação é antecedente; sem meta de retenção/expansão o impacto fica indireto.
120,37,Aumentar bundles de cross-sell até 30/06/2026 alinhando metas com Comercial com resultados apresentados na diretoria mensal dedicada.,0,Expansão sem frear perda pode inflar o balde furado.
201,55,"Elevar acurácia M+1 de 64%→76% até 30/06/2026, travando S&OP na W1 e replanejando variações >8% até D+2.",10,"Une resultado (acurácia ↑) a janelas de decisão (W1 / D+2), criando um laço de antecipação e correção no próprio ciclo."
203,55,"Rever pauta de S&OP até 31/01/2026, ampliando representantes e consolidando ata executiva ao final de cada fechamento mensal vigente.",6,"Fortalece o rito, porém não assegura precisão nem reação automática a desvios."
202,55,"Padronizar hipóteses comerciais e industriais até 31/01/2026, publicando balanço de premissas e divergências ao concluir cada ciclo mensal.",2,"Padroniza premissas, mas sem meta e cutoff pode estabilizar o erro."
200,55,"Disponibilizar cockpit mensal até 31/01/2026, exibindo demanda e capacidade por linha e discutindo desvios com gerências e coordenações.",0,"Visualização ajuda; sem KR de acurácia e prazos, mantém previsibilidade frágil."
208,57,Contratar transportadora backup com SLA≥95% e lead time≤72h até 20/02/2026; acionar plano se OTIF semanal <97% por 2 leituras.,10,"Define nível de serviço e gatilho claro (OTIF<97%), garantindo continuidade no pico"
210,57,"Reestruturar janelas de doca até 28/02/2026, ajustando a programação semanal com PCP e recebimento e consolidando relatórios de fila média por turno.",6,"Arranjo interno útil, mas sem SLA e gatilho formal o risco persiste."
211,57,"Renegociar prazos com parceiros até 31/01/2026, reequilibrando rotas regionais e formalizando cartas de serviço com indicadores por corredor logístico.",2,Carta de serviço ajuda; falta condicional objetiva para disparar contingência.
209,57,"Publicar monitor logístico quinzenal até 30/06/2026, registrando variações de lead time e tempos de descarga para acompanhamento executivo recorrente.",0,Monitoramento não substitui proteção de serviço.
218,59,"Reduzir refugo por variação de 2,6%→1,6% até 30/06/2026, com AQL 100% na recepção de curva A implantado até 31/01/2026.",10,Ataca métrica-fim (refugo) e adiciona prova de controle (AQL 100%); reduz custo e reclamação de campo.
219,59,"Reforçar inspeções de chegada até 31/01/2026, padronizando amostras e critérios com relatórios quinzenais por família de material e fornecedor.",6,"Ação de meio, sem objetivo de queda do refugo."
217,59,"Executar treinamentos de inspeção em todos os turnos até 28/02/2026, aplicando avaliações e reciclagens com auditoria mensal de aderência.",2,"Desenvolvimento importante, porém sem outcome definido."
216,59,"Auditar fornecedores críticos até 31/03/2026, emitindo planos de ação e acompanhando correções com análises de tendência mensais para diretoria.",0,Auditoria gera plano; sem meta o ganho é incerto.
183,50,"Reduzir backlog de picking >6h para ≤2h até 31/05/2026 e manter OTIF de despacho ≥96% no 2º tri/2026, com revisão semanal e D+7 para desvios.",10,"Define SLA operacional e cadência de reação, transformando pico em processo controlado."
181,50,"Contratar +20% temporários até 31/01/2026, redistribuindo escalas e publicando indicadores quinzenais de produtividade por célula e período.",6,Mais gente sem meta de SLA pode só elevar custo.
180,50,"Ajustar janelas de corte até 31/01/2026, alinhando promessas por canal com apresentação mensal de consolidados operacionais para diretoria.",2,Promessa sem resultado de execução mantém risco ao cliente.
182,50,"Implantar melhorias no WMS até 30/06/2026, integrando ondas de separação e relatórios de performance por faixa horária no semestre.",0,Ferramenta sem KR pode não capturar valor a tempo.
187,51,"Reduzir R$/req em 15% até 30/06/2026 e manter gasto mensal ≤ orçamento +3%, cortando workloads <P90 de eficiência.",10,Meta econômica direta + limite mensal + gatilho técnico; disciplina no ciclo do mês
184,51,"Ampliar reservas de instância até 31/03/2026, priorizando ambientes críticos com revisão de arquitetura em sprints quinzenais da plataforma.",6,Técnica válida sem alvo financeiro; risco de “otimizar” sem resultado.
186,51,"Publicar relatório FinOps até 31/01/2026, mapeando consumo por time e serviço e recomendando trilhas de automação para otimização progressiva.",2,Transparência ajuda; controle vem de meta e gatilho.
185,51,"Criar comitê de capacity até 31/01/2026, avaliando picos e gargalos e registrando encaminhamentos com prazos e responsáveis por frente técnica.",0,Governança sem métrica de saída não segura orçamento.
213,58,"Elevar acurácia físico×sistema de 93%→98% até 31/05/2026 e reduzir compras não planejadas em 25% no 2º tri/2026, com contagens cíclicas ABC semanais.",10,Liga aderência a impacto financeiro com método; libera caixa e reduz risco de parada
212,58,"Aumentar periodicidade de inventários até 31/03/2026, priorizando curva A e ajustando cadência conforme janelas operacionais do almoxarifado.",6,Frequência sem meta pode virar custo operacional.
214,58,Emitir relatórios quinzenais de divergência até 30/06/2026 com evidência fotográfica e encaminhamentos por fornecedor e categoria.,2,Informação sem compromisso de correção.
215,58,"Padronizar cadastro de materiais até 31/01/2026, revisando unidades e empacotamentos com aprovação do time de dados mestres corporativo.",0,Base de dados é meio; falta KR de acurácia.
195,53,"Reduzir MTTR P1 de 1h50→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026, com post-mortem D+3.",10,Tempo de recuperação e uptime são resultados-fim; o D+3 institucionaliza aprendizado e evita recorrência.
194,53,"Implantar MFA em 100% dos admins até 31/03/2026, auditando adesão e reportando conformidade em comitês mensais de segurança e risco.",6,Prevenção sem garantia de restabelecimento rápido.
193,53,"Consolidar runbooks até 31/01/2026, documentando fluxos de restauração e contatos, com revisão e simulado mensal estruturado.",2,"Procedimento ajuda, porém sem meta de tempo o cliente segue exposto."
192,53,"Ativar canal de status até 31/01/2026, com avisos públicos e histórico por evento e relatórios executivos por incidente do período corrente.",0,Transparência não substitui restauração.
199,54,Ter 1 substituto apto por cadeira crítica com 2 rodízios concluídos até 31/03/2026 e NPS interno de cobertura ≥85.,10,Entrega prontidão (rodízios) e aceitação (NPS); continuidade sem aumento permanente de custo.
198,54,"Mapear talentos por célula até 31/03/2026, publicando trilhas de desenvolvimento e consolidando potenciais com metas por nível.",6,Pipeline sem cobertura efetiva para datas críticas.
196,54,"Concluir avaliação e calibragem até 28/02/2026, alinhando expectativas e comunicando planos na reunião geral de pessoas do trimestre vigente.",2,Performance ≠ sucessão; risco operacional continua.
197,54,Executar pesquisa de clima até 31/03/2026 identificando fatores críticos e estabelecendo planos de ação por diretoria com prazos específicos.,0,"Clima é relevante, mas não resolve cobertura."
189,52,"Elevar participação do mix A+ margem de 34%→41% até 30/06/2026 com 3 campanhas e 2 bundles, garantindo ticket médio ≥+6% vs jan/2026.",10,Alavanca de rentabilidade via mix e ticket com entregáveis práticos; defende margem sem vício de desconto.
190,52,"Reforçar cupons escalonados até 31/01/2026, ajustando descontos por categoria e monitorando elasticidade em cadência quinzenal com regionais.",6,"Pode sustentar volume, mas erosiona margem."
191,52,Revisar tabelas de preço até 31/01/2026 aplicando elasticidades por canal com apresentação mensal consolidada na diretoria de vendas integrada,2,Foco em preço sem arquitetura de mix mantém pressão.
188,52,"Acompanhar pipeline quinzenal por categoria até 30/06/2026, reforçando metas por vendedor e reportando desempenho comparativo por período.",0,"Funil é gestão, não melhora margem por si."
207,56,"Reduzir churn logo-a-logo de 3,6%→2,4% até 30/06/2026 e elevar NRR a ≥108% no 2º tri/2026, com QBR obrigatório nos top 40.",10,Perfeito! Junta guardião (churn↓) e alavanca (NRR↑) com mecanismo (QBR top-40); protege base e acelera expansão qualificada.
