id_alternativa,id_pergunta,Alternativas,Nota,Gabarito
206,56,"Realizar QBR nos principais clientes até 30/06/2026, enviando relatórios de oportunidade e priorizando contas com risco e propensão de expansão.",6,Ritual útil; sem metas numéricas o efeito é desigual.
205,56,"Conduzir NPS trimestral até 30/06/2026, buscando participação ≥50% e compartilhando planos de ação consolidados por segmento de carteira.",2,"Satisfação é antecedente; sem retenção/expansão como alvo, impacto é indireto."
204,56,"Aumentar bundles de cross-sell até 30/06/2026, alinhando metas com Comercial e apresentando resultados mensais dedicados em comitês executivos.",0,Crescer sem conter perda aumenta esforço para manter receita líquida.
69,25,Aumentar acurácia M+1 de 63%→75% até 30/06/2026 travando plano na W1 e replanejando desvios >8% em D+2.,10,"Boa! Une resultado (acurácia) com janelas (W1/D+2) e gatilho (>8%); coordena o que o time faz no ciclo, não só o que reporta."
71,25,Revisar pautas do S&OP até 31/01/2026 incluindo inputs extras das áreas e atas detalhadas a cada encerramento mensal com métricas descritivas.,6,"Melhora rito e documentação, porém sem meta e sem reação automática a desvio."
68,25,Alinhar premissas comercial/industrial até 31/01/2026 com balanço de hipóteses e relatórios comparativos de demanda em todos os fechamentos,2,"Padroniza premissas, mas sem alvo de precisão e sem cutoff a variância persiste."
70,25,"Criar painel mensal até 31/01/2026 exibindo demanda, capacidade e gargalos com reuniões ampliadas de acompanhamento por turno e célula.",0,Visualização e reunião ajudam; sem KR de acurácia e prazo de reação não reduz erro.
76,27,Contratar transportadora backup com SLA≥95% e lead time≤72h até 20/02/2026; acionar plano se OTIF semanal <97% por 2 leituras.,10,"Define nível de serviço e gatilho claro (OTIF<97%), garantindo continuidade no pico"
78,27,"Reestruturar janelas de doca até 28/02/2026, ajustando a programação semanal com PCP e recebimento e consolidando relatórios de fila média por turno.",6,"Arranjo interno útil, mas sem SLA e gatilho formal o risco persiste."
79,27,"Renegociar prazos com parceiros até 31/01/2026, reequilibrando rotas regionais e formalizando cartas de serviço com indicadores por corredor logístico.",2,Carta de serviço ajuda; falta condicional objetiva para disparar contingência.
77,27,"Publicar monitor logístico quinzenal até 30/06/2026, registrando variações de lead time e tempos de descarga para acompanhamento executivo recorrente.",0,Monitoramento não substitui proteção de serviço.
86,29,"Reduzir refugo por variação de 2,6%→1,6% até 30/06/2026, com AQL 100% na recepção de curva A implantado até 31/01/2026.",10,Ataca métrica-fim (refugo) e adiciona prova de controle (AQL 100%); reduz custo e reclamação de campo.
87,29,"Reforçar inspeções de chegada até 31/01/2026, padronizando amostras e critérios com relatórios quinzenais por família de material e fornecedor.",6,"Ação de meio, sem objetivo de queda do refugo."
85,29,"Executar treinamentos de inspeção em todos os turnos até 28/02/2026, aplicando avaliações e reciclagens com auditoria mensal de aderência.",2,"Desenvolvimento importante, porém sem outcome definido."
84,29,"Auditar fornecedores críticos até 31/03/2026, emitindo planos de ação e acompanhando correções com análises de tendência mensais para diretoria.",0,Auditoria gera plano; sem meta o ganho é incerto.
51,20,"Reduzir backlog de picking >6h para ≤2h até 31/05/2026 e manter OTIF de despacho ≥96% no 2º tri/2026, com revisão semanal e D+7 para desvios.",10,"Define SLA operacional e cadência de reação, transformando pico em processo controlado."
49,20,"Contratar +20% temporários até 31/01/2026, redistribuindo escalas e publicando indicadores quinzenais de produtividade por célula e período.",6,Mais gente sem meta de SLA pode só elevar custo.
48,20,"Ajustar janelas de corte até 31/01/2026, alinhando promessas por canal com apresentação mensal de consolidados operacionais para diretoria.",2,Promessa sem resultado de execução mantém risco ao cliente.
50,20,"Implantar melhorias no WMS até 30/06/2026, integrando ondas de separação e relatórios de performance por faixa horária no semestre.",0,Ferramenta sem KR pode não capturar valor a tempo.
55,21,"Reduzir R$/req em 15% até 30/06/2026 e manter gasto mensal ≤ orçamento +3%, cortando workloads <P90 de eficiência.",10,Meta econômica direta + limite mensal + gatilho técnico; disciplina no ciclo do mês
52,21,"Ampliar reservas de instância até 31/03/2026, priorizando ambientes críticos com revisão de arquitetura em sprints quinzenais da plataforma.",6,Técnica válida sem alvo financeiro; risco de “otimizar” sem resultado.
54,21,"Publicar relatório FinOps até 31/01/2026, mapeando consumo por time e serviço e recomendando trilhas de automação para otimização progressiva.",2,Transparência ajuda; controle vem de meta e gatilho.
53,21,"Criar comitê de capacity até 31/01/2026, avaliando picos e gargalos e registrando encaminhamentos com prazos e responsáveis por frente técnica.",0,Governança sem métrica de saída não segura orçamento.
81,28,"Elevar acurácia físico×sistema de 93%→98% até 31/05/2026 e reduzir compras não planejadas em 25% no 2º tri/2026, com contagens cíclicas ABC semanais.",10,Liga aderência a impacto financeiro com método; libera caixa e reduz risco de parada
80,28,"Aumentar periodicidade de inventários até 31/03/2026, priorizando curva A e ajustando cadência conforme janelas operacionais do almoxarifado.",6,Frequência sem meta pode virar custo operacional.
82,28,Emitir relatórios quinzenais de divergência até 30/06/2026 com evidência fotográfica e encaminhamentos por fornecedor e categoria.,2,Informação sem compromisso de correção.
83,28,"Padronizar cadastro de materiais até 31/01/2026, revisando unidades e empacotamentos com aprovação do time de dados mestres corporativo.",0,Base de dados é meio; falta KR de acurácia.
63,23,"Reduzir MTTR P1 de 1h50→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026, com post-mortem D+3.",10,Tempo de recuperação e uptime são resultados-fim; o D+3 institucionaliza aprendizado e evita recorrência.
62,23,"Implantar MFA em 100% dos admins até 31/03/2026, auditando adesão e reportando conformidade em comitês mensais de segurança e risco.",6,Prevenção sem garantia de restabelecimento rápido.
61,23,"Consolidar runbooks até 31/01/2026, documentando fluxos de restauração e contatos, com revisão e simulado mensal estruturado.",2,"Procedimento ajuda, porém sem meta de tempo o cliente segue exposto."
60,23,"Ativar canal de status até 31/01/2026, com avisos públicos e histórico por evento e relatórios executivos por incidente do período corrente.",0,Transparência não substitui restauração.
67,24,Ter 1 substituto apto por cadeira crítica com 2 rodízios concluídos até 31/03/2026 e NPS interno de cobertura ≥85.,10,Entrega prontidão (rodízios) e aceitação (NPS); continuidade sem aumento permanente de custo.
66,24,"Mapear talentos por célula até 31/03/2026, publicando trilhas de desenvolvimento e consolidando potenciais com metas por nível.",6,Pipeline sem cobertura efetiva para datas críticas.
64,24,"Concluir avaliação e calibragem até 28/02/2026, alinhando expectativas e comunicando planos na reunião geral de pessoas do trimestre vigente.",2,Performance ≠ sucessão; risco operacional continua.
65,24,Executar pesquisa de clima até 31/03/2026 identificando fatores críticos e estabelecendo planos de ação por diretoria com prazos específicos.,0,"Clima é relevante, mas não resolve cobertura."
57,22,"Elevar participação do mix A+ margem de 34%→41% até 30/06/2026 com 3 campanhas e 2 bundles, garantindo ticket médio ≥+6% vs jan/2026.",10,Alavanca de rentabilidade via mix e ticket com entregáveis práticos; defende margem sem vício de desconto.
58,22,"Reforçar cupons escalonados até 31/01/2026, ajustando descontos por categoria e monitorando elasticidade em cadência quinzenal com regionais.",6,"Pode sustentar volume, mas erosiona margem."
59,22,Revisar tabelas de preço até 31/01/2026 aplicando elasticidades por canal com apresentação mensal consolidada na diretoria de vendas integrada,2,Foco em preço sem arquitetura de mix mantém pressão.
56,22,"Acompanhar pipeline quinzenal por categoria até 30/06/2026, reforçando metas por vendedor e reportando desempenho comparativo por período.",0,"Funil é gestão, não melhora margem por si."
75,26,"Reduzir churn logo-a-logo de 3,6%→2,4% até 30/06/2026 e elevar NRR a ≥108% no 2º tri/2026, com QBR obrigatório nos top 40.",10,Perfeito! Junta guardião (churn↓) e alavanca (NRR↑) com mecanismo (QBR top-40); protege base e acelera expansão qualificada.
74,26,"Realizar QBR nos principais clientes até 30/06/2026, enviando relatórios de oportunidade e priorizando contas com risco e propensão de expansão.",6,Ritual útil; sem metas numéricas o efeito é desigual.
73,26,"Conduzir NPS trimestral até 30/06/2026, buscando participação ≥50% e compartilhando planos de ação consolidados por segmento de carteira.",2,"Satisfação é antecedente; sem retenção/expansão como alvo, impacto é indireto."
72,26,"Aumentar bundles de cross-sell até 30/06/2026, alinhando metas com Comercial e apresentando resultados mensais dedicados em comitês executivos.",0,Crescer sem conter perda aumenta esforço para manter receita líquida.
157,45,Aumentar acurácia M+1 de 63%→75% até 30/06/2026 travando plano na W1 e replanejando desvios >8% em D+2.,10,"Boa! Une resultado (acurácia) com janelas (W1/D+2) e gatilho (>8%); coordena o que o time faz no ciclo, não só o que reporta."
159,45,Revisar pautas do S&OP até 31/01/2026 incluindo inputs extras das áreas e atas detalhadas a cada encerramento mensal com métricas descritivas.,6,"Melhora rito e documentação, porém sem meta e sem reação automática a desvio."
156,45,Alinhar premissas comercial/industrial até 31/01/2026 com balanço de hipóteses e relatórios comparativos de demanda em todos os fechamentos,2,"Padroniza premissas, mas sem alvo de precisão e sem cutoff a variância persiste."
158,45,"Criar painel mensal até 31/01/2026 exibindo demanda, capacidade e gargalos com reuniões ampliadas de acompanhamento por turno e célula.",0,Visualização e reunião ajudam; sem KR de acurácia e prazo de reação não reduz erro.
164,47,Contratar transportadora backup com SLA≥95% e lead time≤72h até 20/02/2026; acionar plano se OTIF semanal <97% por 2 leituras.,10,"Define nível de serviço e gatilho claro (OTIF<97%), garantindo continuidade no pico"
166,47,"Reestruturar janelas de doca até 28/02/2026, ajustando a programação semanal com PCP e recebimento e consolidando relatórios de fila média por turno.",6,"Arranjo interno útil, mas sem SLA e gatilho formal o risco persiste."
167,47,"Renegociar prazos com parceiros até 31/01/2026, reequilibrando rotas regionais e formalizando cartas de serviço com indicadores por corredor logístico.",2,Carta de serviço ajuda; falta condicional objetiva para disparar contingência.
165,47,"Publicar monitor logístico quinzenal até 30/06/2026, registrando variações de lead time e tempos de descarga para acompanhamento executivo recorrente.",0,Monitoramento não substitui proteção de serviço.
174,49,"Reduzir refugo por variação de 2,6%→1,6% até 30/06/2026, com AQL 100% na recepção de curva A implantado até 31/01/2026.",10,Ataca métrica-fim (refugo) e adiciona prova de controle (AQL 100%); reduz custo e reclamação de campo.
175,49,"Reforçar inspeções de chegada até 31/01/2026, padronizando amostras e critérios com relatórios quinzenais por família de material e fornecedor.",6,"Ação de meio, sem objetivo de queda do refugo."
173,49,"Executar treinamentos de inspeção em todos os turnos até 28/02/2026, aplicando avaliações e reciclagens com auditoria mensal de aderência.",2,"Desenvolvimento importante, porém sem outcome definido."
172,49,"Auditar fornecedores críticos até 31/03/2026, emitindo planos de ação e acompanhando correções com análises de tendência mensais para diretoria.",0,Auditoria gera plano; sem meta o ganho é incerto.
139,40,"Reduzir backlog de picking >6h para ≤2h até 31/05/2026 e manter OTIF de despacho ≥96% no 2º tri/2026, com revisão semanal e D+7 para desvios.",10,"Define SLA operacional e cadência de reação, transformando pico em processo controlado."
137,40,"Contratar +20% temporários até 31/01/2026, redistribuindo escalas e publicando indicadores quinzenais de produtividade por célula e período.",6,Mais gente sem meta de SLA pode só elevar custo.
136,40,"Ajustar janelas de corte até 31/01/2026, alinhando promessas por canal com apresentação mensal de consolidados operacionais para diretoria.",2,Promessa sem resultado de execução mantém risco ao cliente.
138,40,"Implantar melhorias no WMS até 30/06/2026, integrando ondas de separação e relatórios de performance por faixa horária no semestre.",0,Ferramenta sem KR pode não capturar valor a tempo.
143,41,"Reduzir R$/req em 15% até 30/06/2026 e manter gasto mensal ≤ orçamento +3%, cortando workloads <P90 de eficiência.",10,Meta econômica direta + limite mensal + gatilho técnico; disciplina no ciclo do mês
140,41,"Ampliar reservas de instância até 31/03/2026, priorizando ambientes críticos com revisão de arquitetura em sprints quinzenais da plataforma.",6,Técnica válida sem alvo financeiro; risco de “otimizar” sem resultado.
142,41,"Publicar relatório FinOps até 31/01/2026, mapeando consumo por time e serviço e recomendando trilhas de automação para otimização progressiva.",2,Transparência ajuda; controle vem de meta e gatilho.
141,41,"Criar comitê de capacity até 31/01/2026, avaliando picos e gargalos e registrando encaminhamentos com prazos e responsáveis por frente técnica.",0,Governança sem métrica de saída não segura orçamento.
169,48,"Elevar acurácia físico×sistema de 93%→98% até 31/05/2026 e reduzir compras não planejadas em 25% no 2º tri/2026, com contagens cíclicas ABC semanais.",10,Liga aderência a impacto financeiro com método; libera caixa e reduz risco de parada
168,48,"Aumentar periodicidade de inventários até 31/03/2026, priorizando curva A e ajustando cadência conforme janelas operacionais do almoxarifado.",6,Frequência sem meta pode virar custo operacional.
170,48,Emitir relatórios quinzenais de divergência até 30/06/2026 com evidência fotográfica e encaminhamentos por fornecedor e categoria.,2,Informação sem compromisso de correção.
171,48,"Padronizar cadastro de materiais até 31/01/2026, revisando unidades e empacotamentos com aprovação do time de dados mestres corporativo.",0,Base de dados é meio; falta KR de acurácia.
151,43,"Reduzir MTTR P1 de 1h50→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026, com post-mortem D+3.",10,Tempo de recuperação e uptime são resultados-fim; o D+3 institucionaliza aprendizado e evita recorrência.
150,43,"Implantar MFA em 100% dos admins até 31/03/2026, auditando adesão e reportando conformidade em comitês mensais de segurança e risco.",6,Prevenção sem garantia de restabelecimento rápido.
149,43,"Consolidar runbooks até 31/01/2026, documentando fluxos de restauração e contatos, com revisão e simulado mensal estruturado.",2,"Procedimento ajuda, porém sem meta de tempo o cliente segue exposto."
148,43,"Ativar canal de status até 31/01/2026, com avisos públicos e histórico por evento e relatórios executivos por incidente do período corrente.",0,Transparência não substitui restauração.
155,44,Ter 1 substituto apto por cadeira crítica com 2 rodízios concluídos até 31/03/2026 e NPS interno de cobertura ≥85.,10,Entrega prontidão (rodízios) e aceitação (NPS); continuidade sem aumento permanente de custo.
154,44,"Mapear talentos por célula até 31/03/2026, publicando trilhas de desenvolvimento e consolidando potenciais com metas por nível.",6,Pipeline sem cobertura efetiva para datas críticas.
152,44,"Concluir avaliação e calibragem até 28/02/2026, alinhando expectativas e comunicando planos na reunião geral de pessoas do trimestre vigente.",2,Performance ≠ sucessão; risco operacional continua.
153,44,Executar pesquisa de clima até 31/03/2026 identificando fatores críticos e estabelecendo planos de ação por diretoria com prazos específicos.,0,"Clima é relevante, mas não resolve cobertura."
145,42,"Elevar participação do mix A+ margem de 34%→41% até 30/06/2026 com 3 campanhas e 2 bundles, garantindo ticket médio ≥+6% vs jan/2026.",10,Alavanca de rentabilidade via mix e ticket com entregáveis práticos; defende margem sem vício de desconto.
146,42,"Reforçar cupons escalonados até 31/01/2026, ajustando descontos por categoria e monitorando elasticidade em cadência quinzenal com regionais.",6,"Pode sustentar volume, mas erosiona margem."
147,42,Revisar tabelas de preço até 31/01/2026 aplicando elasticidades por canal com apresentação mensal consolidada na diretoria de vendas integrada,2,Foco em preço sem arquitetura de mix mantém pressão.
144,42,"Acompanhar pipeline quinzenal por categoria até 30/06/2026, reforçando metas por vendedor e reportando desempenho comparativo por período.",0,"Funil é gestão, não melhora margem por si."
163,46,"Reduzir churn logo-a-logo de 3,6%→2,4% até 30/06/2026 e elevar NRR a ≥108% no 2º tri/2026, com QBR obrigatório nos top 40.",10,Perfeito! Junta guardião (churn↓) e alavanca (NRR↑) com mecanismo (QBR top-40); protege base e acelera expansão qualificada.
162,46,"Realizar QBR nos principais clientes até 30/06/2026, enviando relatórios de oportunidade e priorizando contas com risco e propensão de expansão.",6,Ritual útil; sem metas numéricas o efeito é desigual.
161,46,"Conduzir NPS trimestral até 30/06/2026, buscando participação ≥50% e compartilhando planos de ação consolidados por segmento de carteira.",2,"Satisfação é antecedente; sem retenção/expansão como alvo, impacto é indireto."
160,46,"Aumentar bundles de cross-sell até 30/06/2026, alinhando metas com Comercial e apresentando resultados mensais dedicados em comitês executivos.",0,Crescer sem conter perda aumenta esforço para manter receita líquida.
221,5,Aumentar acurácia M+1 de 63%→75% até 30/06/2026 travando plano na W1 e replanejando desvios >8% em D+2.,10,"Boa! Une resultado (acurácia) com janelas (W1/D+2) e gatilho (>8%); coordena o que o time faz no ciclo, não só o que reporta."
223,5,Revisar pautas do S&OP até 31/01/2026 incluindo inputs extras das áreas e atas detalhadas a cada encerramento mensal com métricas descritivas.,6,"Melhora rito e documentação, porém sem meta e sem reação automática a desvio."
220,5,Alinhar premissas comercial/industrial até 31/01/2026 com balanço de hipóteses e relatórios comparativos de demanda em todos os fechamentos,2,"Padroniza premissas, mas sem alvo de precisão e sem cutoff a variância persiste."
222,5,"Criar painel mensal até 31/01/2026 exibindo demanda, capacidade e gargalos com reuniões ampliadas de acompanhamento por turno e célula.",0,Visualização e reunião ajudam; sem KR de acurácia e prazo de reação não reduz erro.
228,7,Contratar transportadora backup com SLA≥95% e lead time≤72h até 20/02/2026; acionar plano se OTIF semanal <97% por 2 leituras.,10,"Define nível de serviço e gatilho claro (OTIF<97%), garantindo continuidade no pico"
230,7,"Reestruturar janelas de doca até 28/02/2026, ajustando a programação semanal com PCP e recebimento e consolidando relatórios de fila média por turno.",6,"Arranjo interno útil, mas sem SLA e gatilho formal o risco persiste."
231,7,"Renegociar prazos com parceiros até 31/01/2026, reequilibrando rotas regionais e formalizando cartas de serviço com indicadores por corredor logístico.",2,Carta de serviço ajuda; falta condicional objetiva para disparar contingência.
229,7,"Publicar monitor logístico quinzenal até 30/06/2026, registrando variações de lead time e tempos de descarga para acompanhamento executivo recorrente.",0,Monitoramento não substitui proteção de serviço.
238,9,"Reduzir refugo por variação de 2,6%→1,6% até 30/06/2026, com AQL 100% na recepção de curva A implantado até 31/01/2026.",10,Ataca métrica-fim (refugo) e adiciona prova de controle (AQL 100%); reduz custo e reclamação de campo.
239,9,"Reforçar inspeções de chegada até 31/01/2026, padronizando amostras e critérios com relatórios quinzenais por família de material e fornecedor.",6,"Ação de meio, sem objetivo de queda do refugo."
237,9,"Executar treinamentos de inspeção em todos os turnos até 28/02/2026, aplicando avaliações e reciclagens com auditoria mensal de aderência.",2,"Desenvolvimento importante, porém sem outcome definido."
236,9,"Auditar fornecedores críticos até 31/03/2026, emitindo planos de ação e acompanhando correções com análises de tendência mensais para diretoria.",0,Auditoria gera plano; sem meta o ganho é incerto.
3,0,"Reduzir backlog de picking >6h para ≤2h até 31/05/2026 e manter OTIF de despacho ≥96% no 2º tri/2026, com revisão semanal e D+7 para desvios.",10,"Define SLA operacional e cadência de reação, transformando pico em processo controlado."
1,0,"Contratar +20% temporários até 31/01/2026, redistribuindo escalas e publicando indicadores quinzenais de produtividade por célula e período.",6,Mais gente sem meta de SLA pode só elevar custo.
0,0,"Ajustar janelas de corte até 31/01/2026, alinhando promessas por canal com apresentação mensal de consolidados operacionais para diretoria.",2,Promessa sem resultado de execução mantém risco ao cliente.
2,0,"Implantar melhorias no WMS até 30/06/2026, integrando ondas de separação e relatórios de performance por faixa horária no semestre.",0,Ferramenta sem KR pode não capturar valor a tempo.
47,1,"Reduzir R$/req em 15% até 30/06/2026 e manter gasto mensal ≤ orçamento +3%, cortando workloads <P90 de eficiência.",10,Meta econômica direta + limite mensal + gatilho técnico; disciplina no ciclo do mês
44,1,"Ampliar reservas de instância até 31/03/2026, priorizando ambientes críticos com revisão de arquitetura em sprints quinzenais da plataforma.",6,Técnica válida sem alvo financeiro; risco de “otimizar” sem resultado.
46,1,"Publicar relatório FinOps até 31/01/2026, mapeando consumo por time e serviço e recomendando trilhas de automação para otimização progressiva.",2,Transparência ajuda; controle vem de meta e gatilho.
45,1,"Criar comitê de capacity até 31/01/2026, avaliando picos e gargalos e registrando encaminhamentos com prazos e responsáveis por frente técnica.",0,Governança sem métrica de saída não segura orçamento.
233,8,"Elevar acurácia físico×sistema de 93%→98% até 31/05/2026 e reduzir compras não planejadas em 25% no 2º tri/2026, com contagens cíclicas ABC semanais.",10,Liga aderência a impacto financeiro com método; libera caixa e reduz risco de parada
232,8,"Aumentar periodicidade de inventários até 31/03/2026, priorizando curva A e ajustando cadência conforme janelas operacionais do almoxarifado.",6,Frequência sem meta pode virar custo operacional.
234,8,Emitir relatórios quinzenais de divergência até 30/06/2026 com evidência fotográfica e encaminhamentos por fornecedor e categoria.,2,Informação sem compromisso de correção.
235,8,"Padronizar cadastro de materiais até 31/01/2026, revisando unidades e empacotamentos com aprovação do time de dados mestres corporativo.",0,Base de dados é meio; falta KR de acurácia.
135,3,"Reduzir MTTR P1 de 1h50→40min até 31/05/2026 e elevar disponibilidade do checkout a ≥99,8% no 2º tri/2026, com post-mortem D+3.",10,Tempo de recuperação e uptime são resultados-fim; o D+3 institucionaliza aprendizado e evita recorrência.
134,3,"Implantar MFA em 100% dos admins até 31/03/2026, auditando adesão e reportando conformidade em comitês mensais de segurança e risco.",6,Prevenção sem garantia de restabelecimento rápido.
133,3,"Consolidar runbooks até 31/01/2026, documentando fluxos de restauração e contatos, com revisão e simulado mensal estruturado.",2,"Procedimento ajuda, porém sem meta de tempo o cliente segue exposto."
132,3,"Ativar canal de status até 31/01/2026, com avisos públicos e histórico por evento e relatórios executivos por incidente do período corrente.",0,Transparência não substitui restauração.
179,4,Ter 1 substituto apto por cadeira crítica com 2 rodízios concluídos até 31/03/2026 e NPS interno de cobertura ≥85.,10,Entrega prontidão (rodízios) e aceitação (NPS); continuidade sem aumento permanente de custo.
178,4,"Mapear talentos por célula até 31/03/2026, publicando trilhas de desenvolvimento e consolidando potenciais com metas por nível.",6,Pipeline sem cobertura efetiva para datas críticas.
176,4,"Concluir avaliação e calibragem até 28/02/2026, alinhando expectativas e comunicando planos na reunião geral de pessoas do trimestre vigente.",2,Performance ≠ sucessão; risco operacional continua.
177,4,Executar pesquisa de clima até 31/03/2026 identificando fatores críticos e estabelecendo planos de ação por diretoria com prazos específicos.,0,"Clima é relevante, mas não resolve cobertura."
89,2,"Elevar participação do mix A+ margem de 34%→41% até 30/06/2026 com 3 campanhas e 2 bundles, garantindo ticket médio ≥+6% vs jan/2026.",10,Alavanca de rentabilidade via mix e ticket com entregáveis práticos; defende margem sem vício de desconto.
90,2,"Reforçar cupons escalonados até 31/01/2026, ajustando descontos por categoria e monitorando elasticidade em cadência quinzenal com regionais.",6,"Pode sustentar volume, mas erosiona margem."
91,2,Revisar tabelas de preço até 31/01/2026 aplicando elasticidades por canal com apresentação mensal consolidada na diretoria de vendas integrada,2,Foco em preço sem arquitetura de mix mantém pressão.
88,2,"Acompanhar pipeline quinzenal por categoria até 30/06/2026, reforçando metas por vendedor e reportando desempenho comparativo por período.",0,"Funil é gestão, não melhora margem por si."
227,6,"Reduzir churn logo-a-logo de 3,6%→2,4% até 30/06/2026 e elevar NRR a ≥108% no 2º tri/2026, com QBR obrigatório nos top 40.",10,Perfeito! Junta guardião (churn↓) e alavanca (NRR↑) com mecanismo (QBR top-40); protege base e acelera expansão qualificada.
226,6,"Realizar QBR nos principais clientes até 30/06/2026, enviando relatórios de oportunidade e priorizando contas com risco e propensão de expansão.",6,Ritual útil; sem metas numéricas o efeito é desigual.
225,6,"Conduzir NPS trimestral até 30/06/2026, buscando participação ≥50% e compartilhando planos de ação consolidados por segmento de carteira.",2,"Satisfação é antecedente; sem retenção/expansão como alvo, impacto é indireto."
224,6,"Aumentar bundles de cross-sell até 30/06/2026, alinhando metas com Comercial e apresentando resultados mensais dedicados em comitês executivos.",0,Crescer sem conter perda aumenta esforço para manter receita líquida.
